id,name,address,city,phone,type,avg_rating,total_reviews_count,first_review_date,last_review_date
845.0,kelly's on trinity,333 bush st.,san francisco,415-362-4454,californian,3.4,,2011-07-22,2014-08-15
846.0,la cumbre,,san francisco,415-863-8205,mexican,4.3,42.0,2021-05-24,2024-03-14
847.0,la mediterranee,288 noe st.,san francisco,415-431-7210,mediterranean,4.5,,2016-03-27,2020-07-11
848.0,,2889 mission st.,san francisco,415-285-7117,mexican,0.0,,,2017-02-23
849.0,mario's bohemian cigar store cafe,,san francisco,415-776-8226,italian,3.8,,2018-04-01,2020-10-20
850.0,marnee thai,2225 irving st.,san francisco,415-665-9500,thai,4.8,0.0,2017-07-25,
851.0,mel's drive-in,,san francisco,415-387-2244,hamburgers,4.6,65.0,2017-05-13,2021-01-30
852.0,,,san francisco,415-788-3779,hamburgers,0.0,6.0,2010-04-12,
853.0,phnom penh cambodian restaurant,631 larkin st.,san francisco,415-775-5979,cambodian,3.5,44.0,2016-08-15,
854.0,roosevelt tamale parlor,2817 24th st.,san francisco,,mexican,3.9,144.0,,
855.0,sally's cafe & bakery,300 de haro st.,,415-626-6006,american,4.3,49.0,2019-09-11,
856.0,san francisco bbq,1328 18th st.,san francisco,,thai,4.3,78.0,2016-01-25,2020-05-21
857.0,slanted door,584 valencia st.,san francisco,415-861-8032,vietnamese,4.7,,2011-06-27,2013-07-02
858.0,swan oyster depot,1517 polk st.,,415-673-1101,seafood,4.3,30.0,2020-08-20,2024-01-01
859.0,,,san francisco,415-431-2526,,3.2,2.0,2013-05-31,2018-02-14
860.0,ti couz,3108 16th st.,san francisco,,,,,,2017-01-31
861.0,trio cafe,1870 fillmore st.,,,,4.4,3.0,2021-03-27,2026-03-05
862.0,tu lan,8 sixth st.,san francisco,415-626-0927,vietnamese,,23.0,2022-04-02,2019-04-21
863.0,vicolo pizzeria,201 ivy st.,san francisco,415-863-2382,pizza,4.4,67.0,2020-04-25,
,wa-ha-ka oaxaca mexican grill,2141 polk st.,san francisco,415-775-1055,mexican,,8.0,2017-12-12,2022-11-25
622.0,rumpus,1 tillman pl.,san francisco,,american,4.0,152.0,2013-06-07,2013-10-02
783.0,steakhouse  the,128 e. fremont st.,las vegas,702-382-1600,,,8.0,2021-10-08,
779.0,,3200 las vegas blvd. s.,las vegas,702-893-0703,steakhouses,3.8,125.0,2015-09-06,2017-12-12
665.0,feast from the east,1949 westwood blvd.,west la,310-475-0400,,3.8,57.0,2018-02-12,2019-07-08
621.0,rubicon,558 sacramento st.,san francisco,415/434-4100,american,4.0,39.0,2014-05-20,2018-11-04
