ingredients_text,countries_en
"Muscle brownie protein blend (whey concentrate, soy isolate. wheat isolate), natural brown sugar, non-hydrogenated margarine (palm oil, water, salt, whey, vegetable monoglycerides, soy lecithin, natural butter flavor, citric acid [acidulant], beta caroten",United States
"Chocolat au _lait_ 60% (sucre, beurre de cacao, cacao, pâte de cacao, _lait_ écrémé en poudre, graisses de _lait_, _lactose_, émulsifiants : lécithine de _soja_ et polyricinoléate de polyglycérol, beurre de _cacahuète_ 40% (_cacahuètes_, sucre, dextrose, graisses de _lait_, sel, émulsifiant : propylène glycol,, antioxydant : gallate de propyle, acidifiant : acide citrique).",France
"Sugar, enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, egg, soybean oil, cocoa powder (processed with alkali), modified milk ingredients, modified corn starch, leavening (sodium acid pyrophosp",United States
"Filtered water, rice vinegar, sugar, soy sauce (water, wheat, soybeans, salt, lactic acid), lemongrass, sesame oil, contains less than 2% of food starch- modified, spice, lime juice concentrate, red pepper, xanthan gum, natural flavors.",United States
"Viande et foie de porc, lait, amidon (fécule de pomme de terre, farine de riz), _œufs_ pasteurisés, oignons, couenne de porc déshydratée, sel marin de Noirmoutier, conservateur : sel nitrité, eau de vie, ail, épices.",France
"Pasteurized grade a whole milk, enzymes, vinegar, extra virgin olive oil, canola oil, spices (garlic, basil and crushed chili peppers) & salt.",United States
"water, high fructose corn syrup, citric acid, instant tea, sodium hexametaphosphate (to protect flavor), natural flavor, phosphoric acid, sodium benzoate (preserves freshness), potassium sorbate (protects freshness), caramel color, acesulfame potassium, calcium disodium edta (to protect flavor), sucralose, red 40",United States
"Morceaux de lamelles d'encornet géant blanchis (_mollusques_), Moules du Pacifique décoquillées cuites (_mollusques_), Anneaux de calmars blanchis (_mollusques_), Crevettes décortiquées blanchies (_crustacés_), chair de crabe cuite (_crustacés_), sel, correcteurs d'acidité : E330 et E331, colorant : E160C.",France
"Water, mustard flour, vinegar, salt, sugar, xanthan gum, oleoresin turmeric (color), potassium sorbate and sodium benzoate (preservatives), spice extractives.",United States
"Pasteurized part-skim milk, cheese culture, vinegar, salt, annatto (color), enzymes (non-animal), vitamin a palmitate",United States
"Potatoes, cooked pork sausage crumbles (pork, water, contains 2% or less of: salt, sugar, spices, natural flavor (with maltodextrin, succinic acid), sodium phosphates, caramel color), water, bleached wheat flour, shredded low moisture part-skim mozzarella",United States
"Corn syrup, high fructose corn syrup, honey, honey flavor, natural and artificial coloring",United States
"Sugar, cocoa butter, chocolate liquor, milk, soy lecithin and pgpr (emulsifiers), vanilla salt.",United States
"Céréales Complètes Conservation Grade 53% (Flocons d'Avoine, Flocons d'Orge, Farine d’Avoine), Sucre de Canne non Raffiné, Morceaux de Chocolat au Lait Extra Fin 14% (Cacao: 32% minimum) (Sucre, Beurre de Cacao 23%, Poudre de Lait Entier 22%, Pâte de Cacao, Emulsifiant : Lécithine de Soja, Arôme Naturel). Huiles Végétales, Farine de Riz, Noix de Coco Séchée, Éclats de Noisettes Grillées, Arôme naturel",France
Kale.,United States
"Concentrated grape juice, balsamic vinegar of modena - aceto balsamico di modena pgi 20% (wine vinegar, concentrated grape must, coloring: caramel) and modified starch.",United States
"Sugar, glucose syrup solids, cocoa (processed with alkali), partially hydrogenated vegetable oil (may contain coconut, soybean, sunflower, palm and/or canola), nonfat dry milk, modified whey, maltodextrin, salt, natural and artificial flavors, cellulose g",United States
"Eau minérale de Spa gazéifiée (85,3%),sucre de canne ,jus de citron 5%, arôme naturel de citron",Belgium
"_Lait_, sel présure animale, ferments lactiques.",France
"Tomato* 99%, salt, basil 0.1%, basil extract.",United States
"Milkfat and nonfat milk, sweet cream buttermilk, maple caramel swirl (corn syrup, water, sweetened condensed milk [condensed milk, sugar], sweetened condensed skim milk [condensed skim milk, sugar], sugar, sea salt, pectin, natural flavor, sodium bicarbon",United States
"Milcheiweiß, Glukosesirup, Kokosöl, Kaliumphosphat,  Polyphosphat,",Germany
"Enriched flour (flour malted barley, niacin, ferrous sulfate, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid), high fructose corn syrup, corn syrup, partially hydrogenated vegetable oil (soybean and/or cottonseed and/or corn and/or less of: yeast, brown sugar, honey, molasses, sugar, wheat gluten, whey soy flour, whole wheat flour rye meal, rice flour, potato flour, m butter, dough conditioners (mono- and diglycerides, sodium and/or calcium stearoyl lactylate, soy lecithin, calcium carbonate), yeast calcium sulfate, monocalcium phosphate), distilled vinegar, skim milk, buttermilk, lactic acid, calcium propionate (preservative), potassium sorbate (preservative). may contain sesame seed and/or poppy seeds.",United States
"Pecans, dried coconut, icing sugar and artificial flavor.",United States
"Skim milk, water, sugar, modified food starch, cocoa processed with alkali, hydrogenated vegetable oil (coconut and palm kernel oils), contains less than 1% of cornstarch, salt, sodium stearoyl lactylate (for smooth texture), sodium alginate, calcium phos",United States
"Water, tomato paste, sugar, vinegar, salt, modified corn starch. contains 2% or less of each of the following: onion*, garlic*, ancho chili pepper, citric acid, spices, carrots*, potassium sorbate and sodium benzoate (preservatives), xanthan gum, natural flavors, celery seed.",United States
"Jus à base de jus concentrés et de purée de fruits (orange, pomme, ananas, raisin, banane, pêche, mangue, goyave, eau, sucre )",France
"Whole grain popcorn, partially hydrogenated soybean oil, salt, natural and artificial flavor [milk], color added, freshness preserved by propyl gallate.",United States
"Filet de colin d'Alaska 52,8 % (_poissons_), eau, champignons de Paris 5,4 %, poireaux 4,4 %, pommes de terre 4,2 %, lactose* et protéines de _lait_, tomates 2,4 %, crème* fraîche 2 %, concentré de vin blanc, épaississant : amidon transformé de maïs, échalotes (échalotes, sel), arômes (dont _poissons_, _crustacés_), oignons déshydratés, sel, ciboulette 0,2 %, colorant : extrait de paprika, poivre. *dont _lait_.  ",France
100% cocoa.,United States
"Oeufs frais 30% eau, semoule de blé dur, farine de blé 23%, huile de colza non hydrogénée, blanc d'oeufs, sel, arôme naturel  Présence possible de poisson et de protéines de lait",France
Pecans.,United States
"Pâtes alimentaires penne aux oeufs cuites 34,7% (eau, semoule de blé dur, ?uf), sauce Caesar 26% (huile de colza, crème fraiche liquide, eau, fromage blanc, eau, Parmigiano Reggiano 1,8%, purée de câpres 1,3% (câpre, sel, eau, vinaigre, correcteur d'acidité : acide acétique), filet d'anchois à l'huile 1,1% (filet d'anchois salés 0,8%, huile de tournesol), vinaigre d'alcool, sauce Worcestershire 0,5% (eau, sucre, vinaigre de vin, mélasse, purée d'oignon, sel, pâte de tamarin, acidifiant : acide acétique, clous de girofle, extrait de gingembre, extrait d'ail), moutarde de Dijon (eau, graines de moutarde, vinaigre d'alcool, sel), ail 0,3%, jaune d'?uf, sel, amidon modifié de pomme de terre, épaississant : gomme xanthanel, tomates 19,4%, émincés de filet de poulet traité en salaison cuit rôti 11,6% (filet de poulet 11,4% (origine : Hors UE) sel, amidon de tapioca, dextrose), copeaux de fromage italien 4% (lait de vache cru, sel, présure, conservateur : lysozyme (contient ?uf)), roquette, arôme naturel (dont lait), poivre blanc.",France
"_Farina tipo &quot;0&quot;_, olio vegetale di palma, _vino bianco_, peperoncino disidratato 1%, sale, lievito.",Italy
"Cheddar cheese (pasteurized cow's milk salt [salt, yellow prussiate of soda {anti-caking agent}], microbial rennet, dairy cultures), beer (water, malted barley, barley malt extract, sucrose, hops, yeast), mustard (water, mustard seeds, white wine vinegar,",United States
"Lait écrémé à base de poudre de lait, sucre : 6 %, sirop de glucose-fructose : 5,3 %, crème, poudre de lait écrémé, arômes, concentré des minéraux du lait, ferments lactiques.",France
"THEPRoTEiNBHLL INGREblENTS: DATES, CRSHEWS, BERRIES } rote)n-Kuge111 tolt Cio)l Beerer) boKosnuss 6 Zutòte (8,6K), Sseet) Re, IQBjsp) otejt), Ct IIO (VOIVjo lirchsct)nJetIjche EnergJl? / etc (Ijel) , ot)YdYàta Ballaststoffe",France
"Organic pears, organic pumpkin, organic pineapple, organic lemon juice concentrate.",United States
"Organic carrot puree, organic banana puree, organic mango puree, organic sweet potato puree, organic lemon juice concentrate, ascorbic acid (vitamin c).",United States
"Thon blanc germon* (Thunnus alalunga), huile d'olive vierge extra, sel. *poissons.",France
"Rice Flour 90% , Water 10 % INGRÉDIENTS : Farine de riz, Eau INGREDIENTES : Harina de arroz, Agua INGREDIËNTEN : Rijstmeel, Water ZUTATEN : Reismehl, Wasser",France
"Crème glacée chocolat 35,5 % : eau, lait écrémé réhydraté, crème fraîche,  sirop de glucose-fructose de blé, sucre, poudre de cacao (5,4 %), lactose et protéines de lait, émulsifiant : mono et diglycérides d'acides gras, stabilisants : farine de graines de caroube, gomme guar, carraghénanes. Crème glacée pistache 35,5 % : eau, crème fraîche, sirop de glucose-fructose de blé, lait écrémé réhydraté, sucre, lactose et protéines de lait, pâte de pistache (3 %), arôme naturel de pistache avec autres arômes naturels, émulsifiant : mono et diglycérides d'acides gras, colorants : E141, E100, stabilisants : farine de graines de caroube, gomme guar, carraghénanes. Cornet biscuit 15,7 % : farine de blé, sucre, matière grasse végétale de coprah et de palme, dextrose, émulsifiant : lécithine de soja, lactose, sel. Chemisage et décor au cacao maigre 11,4 % : matière grasse végétale de coprah, sucre, cacao maigre en poudre (7,5 %), lactose et protéines de lait, émulsifiant : lécithine de soja. Grains de noisettes sucrées 1,9 % : sucre, noisettes. ",France
"Low moisture part skim mozzarella cheese (pasteurized part skim milk, cheese cultures, salt, enzymes).",United States
"Chocolate naturally flavored filling (68%) [sugar, vegetable oil shortening (palm), cocoa powder, emulsifier: soy lecithin (ins 322) and natural flavor], wheat flour, starch, corn oil, salt, emulsifier: soy lecithin (ins 322) and chemical baking powder: s",United States
"Nonfat milk, cream, sugar, corn syrup, chocolate liquor, coconut oil, soy lecithin, vanilla, salt, locust bean gum, guar gum, dextrose, vanilla extract, caramel and annatto color.",United States
"Boneless duck breast, olive oil, sunflower oil, balsamic vinegar, salt, garlic, lemon juice, sun dried tomatoes, rosemary, thyme.",United States
"Lait pasteurisé de vache, sel, présure, ferments lactiques et d'affinages.",France
"Unbleached enriched flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), water, yeast high fructose corn syrup, contains 2% or less of each of the following: salt, soybean oil, wheat gluten, yellow corn flour, dough conditioners (contains one or more of the following: sodium stearoyl lactylate, calcium stearoyl lactylate, monoglycerides, mono- and diglycerides, distilled monoglycerides, calcium peroxide, calcium iodate, datem, ethoxylated mono- and diglycerides, enzymes, ascorbic acid), inactive yeast, calcium sulfate, monocalcium phosphate, yeast, calcium sulfate, monocalcium phosphate, colored with extracts of annatto and turmeric, calcium propionate (to retard spoilage).",United States
"Almondmilk (filtered water, almonds), calcium carbonate, natural flavors, sea salt, potassium citrate, sunflower lecithin, gellan gum, vitamin a palmitate, vitamin d2, d-alpha-tocopherol (natural vitamin e).",United States
"Pears, water, pear juice concentrate.",United States
"Water unbleached wheat flour, crushed pineapple, high fructose corn syrup, vegetable oils (palm and soybean), food starch - modified, modified tapioca starch), contains less than 2% of each of the following: arabic gum, ascorbic acid, citric acid, egg yolk, locust bean gum, natural and artificial flavors (propylene), glycol), pectin, potassium sorbate (preservative), salt, soy lecithin, sugar, whole eggs.",United States
"Brie cheese (pasteurized milk, cream, cultures, salt, enzymes), bread flour (enriched wheat flour [niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid], malted barley flour, ascorbic acid as a dough conditioner), water, palm oil, eggs (past",United States
"Pasteurized skim milk, pasteurized cream,blood orange juice, cane sugar, oranges, fruit pectin, live active cultures",United States
"Milk chocolate (sugar, whole milk, cocoa butter, chocolate liquor, soy lecithin and vanillin (an artificial flavoring)), wheat flour, sugar, palm oil, chocolate chips (sugar, chocolate liquor, cocoa butter, soy lecithin), glycerine, high fructose corn syr",United States
"Ice cream (cream, skim milk, whey powder, sucrose, corn syrup, stabilizer & emulsifier [mono & diglycerides, guar gum, locust bean gum, calcium sulfate, polysorbate 80, carrageenan]), chocolate crunch (bleached wheat flour, sugar, caramel color, palm oil, 2% or less of: cocoa, baking soda, salt, soy lecithin), soy & coconut oils, cocoa powder (cocoa processed with alkali, sugar, salt, carrageennan, vanilla), natural & artificial vanilla flavor.",United States
"Pâtes coquillettes 47% (eau, semoule de _blé_ dur, curcuma), préparation de viande de poulet panée traité en salaison 15% [préparation de viande de poulet 60% (filet de poulet, eau, amidon de tapioca, dextrose, sel, protéines de pois), panure (farine de _blé_, sel, levure, épices), huile de colza], eau, _emmental_ 8,4%, _crème_ fraîche, amidon transformé de riz, farine de _blé_, huile de colza, bouillon de volaille (eau, os de poulet, sel), sel, ail, poivre, muscade.",France
"Farine, de blé, eau, huile de colza, gluten de blé, sucre roux de canne, levure, vinaigre de cidre, sel, malt d'orge.",France
"Orange amère 39%, sucre de canne.",France
"Langkorn Spitzenreis Parbolied 84%, Wildreis 16%",Germany
"Wheat flour, sugar, water, palm oil, high fructose corn syrup, dextrose, egg yolks, soy bean oil, corn syrup, neufchatel cheese (pasteurized non fat milk and milk fat, cheese culture, salt, carob bean gum), yeast, mono-and diglycerides, whey, soy flour, wheat starch, milk, raspberry puree concentrate, natural & artificial flavors, salt, modified cornstarch, strawberry puree, tapioca dextrin, egg whites, soy lecithin, sodium stearoyl lactylate, blackberry puree, maltodextrin, corn flour, milk protein concentrate, calcium carbonate, potassium sorbate (preservative), xanthan gum, leavening (sodium acid pyrophosphate, baking soda, monocalcium phosphate), pectin, phosphoric acid, agar, cellulose gum, gellan gum, artificial color, lactic acid, corn starch, citric acid, fruit & vegetable concentrates (color), spice & coloring, lemon juice concentrate, calcium sulfate, sorbitan monostearate, calcium citrate, malic acid, sodium citrate, vitamin a, palmitate, beta carotene (color), almonds (nuts), pecans (nuts), walnuts, coconut, caramel color, annatto color.",United States
"Jus de pomme à base de concentré, jus d'orange à base de concentré, jus de carotte à base de concentré (8%), jus d’ananas à base de concentré, purée de banane, purée de nectarine, jus de fruit de la passion à base de concentré, jus de citron à base de concentré, purée de mangue, purée d'abricot, purée d'umbu, vitamine C, niacine, vitamine E, pantothénate, vitamine B6, thiamin, acide folique, biotine, vitamine B12.",France
"PÂTE (60 %) : semoule de _blé_ dur de qualité supérieure, eau, _œufs_ frais (140 g/kg de semoule). FARCE (40 %) : _Fromages_ 68.3 % (dont ricotte, fromage blanc, Emmental, Comté), chapelure, eau, assaisonnements (sel, persil, poivre, muscade, arôme), fibre de _blé_.",France
"Filling ingredients: butternut squash, sweet potato, panko (wheat flour, organic cane sugar, sea salt, yeast), sugar, canola oil, onion, salt, parmesan cheese (pasteurized part skim milk, cheese cultures, salt, enzymes, cellulose [to prevent caking]), spices, granulated garlic. dough ingredients: extra fancy durum flour, semolina flour, egg, water.",United States
"Préparation de saumon 95,5% -saumon 86%, crème (crème de lait, stabilisant : carraghénanes), eau, farine de blé, échalote, concentré de toma, ciboulette 1%, flocon de pomme de terre (pomme de terre déshydratée, émulsifiant : mono et diglycérides d'acides gras, extrait d'épice), fumet de poisson (sel, protéines de lait, arôme, poisson déshydraté, huile de tournesol, poudre d'oignon, extrait d'épices), gélifiant : carraghénanes, sel, dextrose), huile de tournesol 4,5%",France
Organic extra virgin olive oil,United States
"Milk chocolate (sugar, milk, cocoa butter, chocolate liquor, soy lecithin-an emulsifier, vanillin-an artificial flavor).",United States
"Habanero almonds (almonds, cane sugar, chipotle powder, onion powder, garlic powder, smoked paprika, salt, citric acid), sweet & salty peanuts (peanuts, cane sugar, sea salt), mango cranberries, sugar, sea salt), mango cranberries (cranberries, sugar, glycerine, citric acid, natural mango flavor with other natural flavors, sunflower oil).",United States
"Pomme de terre 89%, huile de colza 11%, dextrose.",France
"Organic unbleached wheat and whole wheat flour, organic tomato puree, reduced fat mozzarella cheese (pasteurized part-skim milk, culture, salt, enzymes [without, animal enzymes or rennet]), filtered water, artichokes, mushrooms, organic spinach, organic green onions, organic cane sugar, organic garlic, organic extra virgin olive oil, yeast, sea salt, organic basil, organic red wine vinegar, black pepper, spices.* *100% pure herbs & spices (no hidden ingredients)",United States
"Unbleached enriched flour (wheat flour, malted barley flour, niacin,reduced iron, thiamine mononitrate, riboflavin, folic acid), water, sour culture, walnuts, sugar, cranberries, whole wheat flour, dark rye flour, salt, walnut oil, dried extract of malted barley and corn, yeast, white degerminated corn meal, sunflower oil.",United States
"Garniture 60.5% : fromage 56.5% (edam 29.5% (colorant: E160a), mozzarella 19%, chèvre 6.5%, emmental 1.5%), eau, purée de tomates 13%, amidon transformé de pomme de terre, sel, basilic, pulpe d'ail, origan, persil, poudre de betterave, extrait naturel de poivre. Pâte cuite 39.5% : farine de blé, eau, levure boulangère, huile de tournesol, levain de seigle et de blé (soja), sel, sucre, extrait de malt (orge).","France,Switzerland"
Tomatoes,United States
"Potatoes, vegetable oil (contains one or more of the following: peanut, corn, sunflower and/or canola oil).",United States
"Pomme de terre, huile de tournesol (32%), arôme de chorizo (4%) (maltodextrine, sel, exhausteurs de goût (glutamate monosodique, 5'-ribonucléotide disodique), arômes, arôme de fumée, dextrose, ail, colorant (extrait de piment rouge) et correcteur d'acidité (acide citrique)) et sel.",France
"Apricots, cane sugar, lemon juice, pectin, ginger.",United States
"édients : Huile de colza, œufs de cabillaud fumés et salés de cabillaud 33,6%, sel), eau, chapelure (farine de -h lait entier en poudre,. préparation à base de jus de IEJ. jus de citron à base de concentré, acidifiant E33C. antioxydant : E300, épaississant naturels de • E120, conservateur : E211. éventuelles de crustacés, mollusques, moutarde isarne, céleri, œuf, soja. Les informations er gras sont , rées aux personnes intolérantes ou allerfiues.",France
"Vinagre, chile rojo y sal.",Spain
"Sugar, bleached wheat flour, margarine [palm oil, water, soybean oil, salt, contains less than 2% of whey solids, vegetable mono & diglycerides, soy lecithin, bha & bht added to protect flavor, vitamin a palmitate and vitamin d3 added, natural & artificia",United States
ÉNERGIE MATIÈRES GRASSES dont acides gras saturés GLUCIDES dont sucres PROTÉINES SEL,France
"Fiber blend (whole rolled oats, whole wheat flour, wheat bran, organic kamut brand khorasan wheat, psyllium, flax, millet), chicory root inulin, fruit juices, rice dextrins, raisins, non-gmo canola oil, apples plums, rice, wheat protein isolate, vanilla, cinnamon, baking powder.",United States
"bio _tarwe_stroop 30%, bio _tarwe_bloem, bio rietsuiker, bio palmolie, bio roomboter 5% (_melk_), bio rijstestroop, bio gebrande suiker, bio _soja_meel, bio magere _melk_poeder, bio honing, rijsmiddel (E500), zeezout, bio _tarwe_zemelen, bio suiker, emulgator (_soja_lecithine), kaneel, bio Bourbon vanille",Netherlands
"Cultured nonfat milk, nonfat milk, contains less than 2% of: milk*, salt, locust bean gum, carrageenan, vitamin a palmitate, enzymes, carbon dioxide (to preserve freshness).",United States
"Céréales 60.6% (blé complet 38.9%, farine de blé 18.5%, farine de riz 3.2%), sucre, sirop de glucose, pâte de caramel 6.4% (lait concentré sucré, sucre, sirop de glucose, sucre caramélisé, sel), huile de palme, chocolat 4.1% (poudre de cacao, pâte de cacao, cacao maigre en poudre), sel, arômes, émulsifiant: lécithine de tournesol, vitamines et minéraux (niacine, acide pantothénique, D, B6, thiamine (B1), riboflavine (B2), acide folique, carbonate de calcium, fer). Peut Contenir des traces d'arachides et de fruits à coque.",Switzerland
"Enriched wheat flour (flour, niacin, reduced iron, thiamin mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), vegetable oil (palm and/or soybean), soy flour, high fructose corn syrup, salt, onion*, spices, dextrose, less than 1% of: garlic*, tomato*, torula yeast, yeast, sugar, caramel color, yellow 6, red 3, with citric acid, tbhq and calcium propionate added to preserve freshness, natural and artificial flavor, paprika extracts, paprika, corn starch, nonfat milk solids, corn flour, monosodium glutamate, corn syrup solids, soy lecithin.",United States
Porcini mushrooms.,United States
Huile d'olive vierge extra.,France
"Whole Wheat, Sultanas, Wheat Bran, Sugar, malt extract, salt, humectant, iron, zinc oxide, niacin, riboflavin, vitamin b6, thiamin, folate","France,New Zealand"
"Potatoes, vegetable oil (contains one or more of the following: soybean oil, canola oil), salt, color added, disodium dihydrogen pyrophosphate (to promote color retention).",United States
"Canola oil, sunflower oil, tbhq (antioxidant).",United States
"Golden raisins (sulphur dioxide, to promote color retention, non-hydrogenated sunflower oil, (from sunflower seed)), currants (trisun oil), cranberries (cranberries, sugar, sunflower oil, natural flavor), dark seedless raisins (vegetable oiled - sunflower oil)), blueberry flavor cranberries (sugar, cranberries, blueberry juice from concentrate, grape juice concentrate, and sunflower oil), tart michigan cherries (red tart cherries, sugar, sunflower oil and corn syrup), bing cherries (sunflower oil).",United States
"Chili pepper and other spices, wheat flour, salt, dextrose, maltodextrin, onion powder, garlic powder, disodium inosinate, extractive of paprika (color), spice extractives, onion extractives and less than 2% silicon dioxide to prevent caking.",United States
"Lemon peel, invert sugar, citric acid.",United States
"Sunflower kernels, salt, cornstarch, sugar, monosodium glutamate, maltodextrin, yeast, corn syrup solids, paprika and other spices, extractives of paprika, hydrolyzed soy protein, natural flavor, garlic and onion powder.",United States
"Semisweet chocolate (sugar, cocoa mass, cocoa butter, lecithin as emulsifier (soy), vanillin: an artificial flavor), sugar, vegetable oils (palm and sunflower), cocoa powder, hazelnuts, whey powder (milk), wheat flour, milk chocolate (sugar, cocoa butter,",United States
"portion de filets de colin d'Alaska 53,3%, crème fraîche 12,3%, eau, beurre, vin blanc (dont sulfites), oseille 3,3%, fumet de poisson (maltodextrine, sel, farine de blé, poisson en poudre, céleri rave, poireau, oignon, sucre, extrait de levure, crème en poudre, arôme naturel (dont poisson), huile d'Olive, épices et plantes aromatiques, crevette en poudre, extrait de vin blanc), échalote 1,6%, amidon transformé, poudre de lait écrémé, vinaigre d'alcool, arômes naturels, sel,",France
Soybean oil & peanut oil.,United States
"Viande de porc bio, sel de Camargue, lactose bio, sucre bio, poivre blanc bio, dextrose de blé ou de maïs bio, poivre gris bio, ail bio, muscade bio, conservateurs : nitrite de sodium et nitrate de potassium, ferments. 140g de viande de porc mis en œuvre pour 100g de produit fini.",France
"Organic baby lettuces (red & green romaine, red & green oak leaf, red leaf, lollo rosa, tango), organic red & green chard, organic mizuna organic arugula, organic radicchio, organic baby spinach, the ingredients in each package may vary.",United States
"Vegatables in variable proportions (Onions, carrots, rutabaga, cauliflower, marrow, gherkins), sugar, malt vinegar from Barley, spirit vinegar, salt, chopped dates (with rice flour), apples (with sulphur diowide), modified maize starch, tomato paste, sulphite ammonia caramel, spices, concentrated lemon juice, onion powder, garlic extract)",United Kingdom
"Sparkling water, organic cane syrup, organic white grape juice concentrate, citric acid, apple acid, natural flavors, organic green tea leaf extract, organic guarana seed extract, organic echinacea flower extract, organic panax ginseng root extract.",United States
"Juice from ripe, whole, black cherries.",United States
"Coconut, milk, sugar, sodium bicarbonate, potassium sorbate, bht (food grade) and acetic acid.",United States
"farine de froment, pulpe de tomates 19.0%, eau, jambon cru 14.3% (viande de porc, sel de cuisine, arômes, conservateur: nitrate de potassium), mozzarella 14.3% (lait, ferments lactiques, sel de cuisine, présure), semoule de blé dur, sel de cuisine, huile d'olive extra vierge, levure, origan",Switzerland
"Soybean, salt, water, ethy alcohol, chili, calcium sulfate, sesame oil.",United States
"Only carbonated water, naturally essenced.",United States
"Enriched wheat flour (flour, niacin, iron, thiamine mononitrate, riboflavin, folic acid), yellow corn flour, modified corn starch, salt, leavening (sodium aluminum phosphate, sodium bicarbonate, and monocalcium phosphate), and spices (including celery seed and black pepper).",United States
Basil.,United States
"Ingredients: water, lemon juice from concentrate, vinegar, high fructose corn syrup, salt, soy sauce (wheat, soybeans, salt), contains 2% or less of the following, cracked black pepper, mustard seed, paprika, dried garlic, dried red bell peppers, modified corn starch, soybean oil, caramel color, xanthan gum, canola oil, sodium benzoate and potassium sorbate (preservatives), calcium disodium edta (to protect flavor), citric acid, natural flavor.",United States
"Water, peaches, sugar, carrageenan, natural and artificial flavors, locust bean gum, cochineal extract (color), malic acid, fumaric acid, sodium citrate, potassium citrate, and ascorbic acid (to promote color retention).",United States
Certified organic almonds.,United States
"Tomato, onion, cucumber, poblano&jalapeno pep, cilantro",United States
Pommes de terre variété Cheyenne,France
" EAU, PUREE DE COROSSOL (25%), SUCRE, AROME ARTIFICIEL DE COROSSOL, ACIDE CITRIQUE (E330), CMC (E466), ACIDE ASCORBIQUE (E300)  ",France
"Whole grain oats*, cane sugar*+, rice*, sunflower oil*, almonds*, molasses*, sea salt, vanilla extract*, vanilla flavor*. vitamin e (mixed tocopherols) added to preserve freshness.",United States
Almonds.,United States
"Milk chocolate (sugar, cocoa butter, cocoa mass, skim milk powder, butteroil, lecithin as emulsifier (soy), vanillin: an artificial flavor), hazelnuts, sugar, palm oil, wheat flaour, whey (milk), lowfat cocoa powder, lecithin as emulsifier (soy) sodium bi",United States
"feuilles de plantain lancéole, menthe à geuilles rondes, baies de l'Aronia 14 %, romarin 8 %, persil 8 %, thym 6 %, stévia 2 %, extrait de fleurs de bach ""Power"" (Prunus cerasifera, Carnipus betulus, Impatiens glandulifera, Larix decidua, Mimulus guttatus, Olea europaea, Scleranthus annuus, Aesculus hippocastanum, Broums ramosus) 1 % ",Switzerland
"Cultured pasteurized grade a cream, enzymes.",United States
Freeze dried mango.,United States
"56% _Weizenmehl_, 17% _Butter_, Wasser, Zucker, Hefe, _Vollmilchpulver_, _Weizengluten_, Speisesalz, _Weizenstärke_, natürliches Aroma (enthält _Milch_), Säureregulator: Natriumacetate; Dextrose, _Gerstenmalzmehl_, natürliches Vanille-Aroma.",Germany
"aubergines (76%), huile de tournesol, olives noires, persil, huile d'olive vierge extra, ail, sel, poivre, sarriette, jus de citron concentré. bocal de Sauce tomate au basilic (190g net O) Ingrédients : tomates (68%), coulis de tomates (27%), basilic (1 ,8%), huile d'olive vierge extra, sucre, ail, sel, poivre. Pour toute correspondance concernant ce produit, indiquer le numéro de lot imprimé sur chacun des bocaux.",France
"Water, high fructose corn syrup, pineapple juice concentrate, natural flavor, citric acid, yellow 5, blue 1.",United States
"Spices (including chili pepper, paprika, cumin), onion, salt, potato starch, garlic, sugar, potassium chloride, and natural flavor.",United States
"marrons 65%, sucre, eau, huile de tournesol, kirsch, arôme naturel de vanille",Switzerland
"Sugar, corn syrup, citric acid, natural & artificial flavors, color added (titanium dioxide), artificial colors red 40, blue 1, yellow 5, yellow 6.",United States
"Semolina, durum flour, niacin, ferrous sulfate (iron), thiamin mononitrate, riboflavin, folic acid.",United States
"Water, nonfat milk, sugar, modified corn starch, partially hydrogenated palm oil, cocoa (processed with alkali), less than 2% of: calcium carbonate, salt, sodium stearoyl lactylate, artificial flavor, color added.",United States
"Garniture (53%) composée :  poulet rôti Tandoori (47%) préparé dans nos ateliers : poulet rôti (viande de poulet, eau, sel, dextrose, sucre, amidon, stabilisant : E451, gélifiant : E407, arôme naturel de romarin, arôme naturel de fumée), huile de colza, assaisonnement tandoori (épices et aromates, sucre, sel, maltodextrine, colorant : E160c, E120, huile végétale, arôme naturel). Sauce tandoori (26 %) : huile de colza, eau, jaune d’œuf, moutarde de Dijon (eau, graines de moutarde, vinaigre d‘alcool, sel), vinaigre d'alcool, amidon de mais, assaisonnement tandoori (épices et aromates, sucre, sel, maltodextrine, colorant: E160c, E120, huile végétale, arôme naturel), sel, poivre  Salade (26%). Pain nordique (41%) : farines (blé, seigle, blé malté), eau, sucre, huile de colza, levure boulangère, sirop de glucose, levain de seigle dévitalisé dévitalisé (levain de seigle, germes de blé, farine d’orge maltée toastée), gluten de blé, vinaigre d'alcool, sel, germes de blé.",France
Orange Juice 100% and nothing else! No Concentrates,Australia
"Gelatin, adipic acid (for tartness), disodium phosphate (controls acidity), maltodextrin (from corn), fumaric acid (for tartness), contains less than 2% of artificial flavor, aspartame and acesulfame potassium (sweeteners), salt, red 40.",United States
Pro Zog SPro loog GRATIS Energie Energie 28*J 4411 0 -67 kcal. 337kcal:,France
