ingredients_text,countries_en
"Sucre, farine de _blé_, beurre de cacao, _lait_ écrémé en poudre, graisses végétales (palme, karité, noix de coco), sirop de glucose, _beurre_ concentré, émulsifiants (lécithine de _soja_, lécithine de tournesol), lactosérum en poudre (de _lait_), sel, poudre à lever (503), levure, arôme.",France
"Water, diced tomatoes, chablis wine (wine, sulfites), mushrooms, beef base (beef stock and beef flavor, onion juice concentrate, celeriac juice concentrate, carrot juice concentrate, salt, natural flavoring, tomato concentrate, yeast extract, potato flour, caramel color, citric acid and corn oil), butter (pasteurized sweet cream, starter distillate, lactic acid), modified corn starch, shallots, parsley, salt, natural flavor, phosphoric acid.",United States
"Popcorn, canola oil, seasoning (whey [milk], cheddar cheese [cultured pasteurized milk, salt, enzymes] nonfat milk, lactic acid), sea salt.",United States
"de source (83010) i, jus de fruits base concentrés 12010 (orange 5,910, pomme mangue 0,1%, fruits 0,1%), sucre, acidifiant : acide ascorbique, colorant •",France
"Enriched bleached wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate. riboflavin, folic acid), water, vegetable shortening (interesterified soybean oil, hydrogenated soybean oil and/or palm oil), contains 2% or less of salt, leavening (s",United States
"Non gmo butterfly popcorn, sunflower oil, cane sugar, pineapple, maltodextrin, salt, citric acid, extractives of habanero chili pepper.",United States
"Eau, légumes 42 % jus de tomates à base de concentré, carotte, pomme de terre, oignon, poireau, potiron, _céleri_, petit pois, navet, courgette), _lait_ écrémé reconstitué, amidon transformé de maïs, huile de colza, sucre, _beurre_ de cuisine, sel, arôme.",France
"Citric acid, maltodextrin, aspartame**, natural and artificial flavors, potassium citrate, contains less than 2% of: acesulfame potassium, calcium silicate, gum arabic, magnesium oxide, soy lecithin, artificial color, red 40, lake, blue 1.",United States
"Beef, water, salt, less than 2% brown sugar, spices, monosodium glutamate, sugar, flavorings, sodium nitrite.",United States
"édulcorants (xylitol, sorbitol, mannitol, .t S sirop de maltitol, maltitol, aspartame, acésulfame-K, sucralose), gomme base, stabilisant (glycérol), arômes, sucroesters dacides gras), épaississants (gomme de cellulose, gomme xanthane, gomme arabique), V extrait naturel de thé vert (0,196), graisse de noix (xylito\, i de coco, agent d'enrobage (cire de carnauba), antioxydant (E321), colorant (bleu brillant FCF), I Une consommation excessive peut avoir des effets laü3tifs.Contientune source de phénylalanine. Pour votre santé, une alimentation variée, équilibrée et I un mode de vie sain sont importants.",France
"Eau minérale naturelle Saint-Amand (99,4%), gaz carbonique, arôme naturel de citron vert et autres arômes naturels",France
Pecan.,United States
"72 % lait écrémé, 10% framboise (morceaux et purée), 7,8% sucre, 7% crème (lait), amidon modifié de maïs, lactose et protéines de lait, arôme naturel, concentrè de végétaux à pouvoir colorant, épaississants : pectines, gomme guar, carraghénanes; correcteur d'acidité : citrates de sodium; ferments lactiques (lait), jus de citron concentré.",France
"Créateur de biscuits depuis 1846 Ibiscuit= (32,5 g) 556 kJ 132 kcal 796* 100g 1770kJ 408 kcal","Belgium,France"
"Vinaigre d'alcool, graines de MOUTARDE, eau, sel, sucre, arôme naturel, acidifiant : acide lactique, conservateur : E224 (SULFITES)","France,Japan"
"Cooked black beans, water, onions, soybean oil, lime juice , salt, jalapeno peppers(including sulfites), sugar, garlic powder, spices.",United States
"INGREDIENTS: Piments, eau, vinagre de vin (sulfites), sel, acidulant: E-330 et antioxidant: E-300",France
"Zucker, 11% Instant-Kaffee, Aromen (mit _Milch_), Salz.","France,Germany"
Pecans.,United States
"Gelatin, adipic acid (for tartness), disodium phosphate (controls acidity), maltodextrin (from corn), fumaric acid (for tartness) contains less than 2% of artificial flavor, aspartame** and acesulfame potassium (sweeteners), red 40.",United States
"Farine de blé, édulcorant : maltitols, huile de colza, amidon de blé, dextrine de blé, arômes naturels, poudres à lever (diphosphates, carbonates de sodium, carbonates d'ammonium), émulsifiant : lécithines de colza, sel marin.",France
"_Soja_crisps (23,5%) (isoliertes _Soja_eiweiß, Stärke, Salz), Glukose-Fruktose-Sirup, geröstete _Erdnüsse_ (10,9%), Maltodextrin, _Soja_bohnen (7,2%), Erbsenprotein (6,3%), Palmfett, kandierte Cranberries (5,4%), (Zucker, Cranberries, Reismehl, Sonnenblumenöl), Fruktose, geröstete _Mandeln_ (4%), kandierte Heidelbeeren (3,4%) (Heidelbeeren, Zucker, Reismehl, Sonnenblumenöl), Feuchthaltemittel (Glycerin), natürliche Aromen, Säuerungsmittel (Citronensäure), Salz, Vanilleextrakt, Emulgator (_Soja_lecithine).",Germany
"Tomato puree, sugar, lemon juice, pectin, lemon zest, cinnamon, clove.",United States
"Pure cane sugar, sweet peppers, vinegar, mango, fruit pectin, spices, and the famous scotch bonnet pepper.",United States
"14 CHIPOLATAS AU SEL DE GUERANDE LABEL ROUGE lando de Porc origine Franco nçrèciènts: viande ce pcrc 94E. sel ce Gerance rri€s naturels, ëpices et èrt%tiques si rep ce naturel ce moyennes",France
"Lait de vache pasteurisé, sel, ferments lactiques, présure non animale origine fongique",France
"Jambon de porc (France), sel sec, dextrose, conservateur E 252, saccharose, arômes naturels.",France
Durum wheat semolina.,United States
"Apples, strawberry puree, apple juice concentrate, banana puree, blackcurrant juice concentrate, ascorbic acid (to maintain color).",United States
"Enriched wheat flour (wheat flour, niacin, reduced iron, thiamin mononitrate, riboflavin, folic acid), peanut butter (roasted peanuts, sugar, salt), salt, less than 2% of: canola oil and/or soybean oil, corn syrup, barley malt extract, leavening (contains",United States
Miel originaire et non originaire de l'Union européenne issu de l'agriculture biologique.,France
"LAIT écrémé réhydraté, sucre, beurre de cacao, LACTOSE et protéines de LAIT, pâte de cacao, huile de coco, sirop de glucose, sirop de glucose-fructose, LAIT en poudre entier, BEURRE concentré, émulsifiants (E471, lécithine de SOJA, E476), stabilisants (E410, E412, E407), gousses de vanille épuisées broyées, arôme naturel de vanille avec autres arômes naturels, arôme, colorant (E160a).",France
"22% Sultaninen (Sultaninen, Sonnenblumenöl), 20% getrocknete Cranberries (Cranberries, Apfeldicksaft, Sonnenblumenöl), _Mandeln_, 15% _Cashewkerne_, 12% getrocknete Aprikosen, 10% Buchweizen, glutenfreie Haferflocken, Bourbon-Vanille.",Germany
camembert cheese (cows' milk),United Kingdom
Pecans,United States
"Pasteurized goat milk, culture, enzymes, salt, honey.",United States
"Organic potatoes, organic expeller pressed sunflower seed, safflower seed and/or canola oil, organic maltodextrin**, organic black pepper, sea salt, organic dextrose, natural flavor, citric acid.",United States
"Roasted red bell peppers, water, salt, sugar, citric acid and calcium chloride.",United States
"Water, brown sugar, corn starch, sea salt, soy sauce powder (soybeans, salt), herbs & spices, maltodextrin, tamarind powder, garlic, onion, distilled vinegar, yeast extract, caramel color, fish sauce powder (fermented sardines), spice extract.",United States
"Brown rice flour, corn flour, gluten free oats, potato starch, potato flakes, high oleic sunflower oil (tocopherols, rosemary extract and ascorbyl palmitate added as an antioxidant), rice flour, sugar, millet, cane sugar, sea salt, whey protein concentrat",United States
"Eau de source 87% ; jus de fruits à base de concentrés 12% (orange 5,5%, pomme 5,3%, ananas 1%, mangue 0,1%, fruits de la passion 0,1%) ; acidifiant: acide citrique ; arômes naturels; édulcorants : aspartame, acésulfame-K; antioxydant : acide ascorbique ; colorant: bêta-carotène. Contient une source de phénylalanine.  ",France
"Farine de _blé_, matières grasses végétales (palme, colza), eau, sucre, levure, émulsifiants (E471, E472e, E481), _gluten_, sel, poudres levantes (E450, E500ii), dextrose, stabilisant : gomme guar (E412), _lactose_, _lait_ dégraissé en poudre, sirop de glucose, épaississant (E415), antioxygène (E300), jus de citron, arôme, auxiliaire technologique (enzymes).",France
"Ingrédients: garniture; sauce tomate (purée de tomates. sel. amidon transformé de mais, hurle de tournesol, sucre. origan). fourme d'Ambert (13%), emmental (5%), mozzarella (5%), olives (olives. eau, sel. stabilisateur de couleur; E579), antimottant amidon de pommes de terre.  Pâte (_soja_, _lait_, _œufs_, _fruits à coque_) : farine de _blé_, eau. levure. huile de tournesol. sel (sel,antiagglomérant E535. E536). sucre, levure déshydratée à pouvoir réducteur. _gluten_. farine de blé malté. enzymes.",France
"White tea, peach, purple corn, apple, orange, rose hip peel, hibiscus petals and natural flavors",United States
"Icing sugar, sugar, non-hydrogenated vegetable oil shortening (canola, palm, modified palm and palm kernel oil), water, bleached enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), egg, vegetable oil (so",United States
"Cashews, peanut oil.",United States
"Poudre de lait écrémé, protéines de lait (émulsifiant lécithine de soja), cacao maigre en poudre, protéines de soja, protéines de pois, fibres dicacia. grasse végétale (huile de soja, sirop de glucose, protéine de lait, stabilisant : triphosphate pentasod\que. agglomérant : dioxyde de silicium, anti oxydant : tocophérol). épaississants . fécule de pomme de modifiée, graines de lin, farine de riz, minéraux (phosphate tricalcique, phosphate dipctassique, oxyde de magnésium, gluconate de zinc, pyrophosphate de fer, gluconate de manganèse, gluconate de cuivre, de potassium, sélénite de sodium, chlorure de chrome), arôme, dextrose, extrait de thé vert, sucralose et acésulfame de potassium, vitamines (A, D, E, Ci BI B2. BI 85, 86, B8s B), BI 2), maltodeftne, extait naturel de romarin.",France
"lentilles 71%, eau, huile de colza, amidon (pomme de terre, maïs cireux), purée de tomates, sel de cuisine iodé, vinaigre de table, sel de cuisine, épaississant (E415), épices, farine de riz, arôme, sucre, extraits d'épices, concentré de jus de citron. ",Switzerland
"Corn syrup, sugar, nonfat milk, hydrogeneted coconut oil, almonds, and less than 2% of honey, salt, egg whites, canola and/or safflower and/or palm oil, modified soy protein, natural flavor, tbhq and citric acid (to preserve freshness).",United States
"Sugar, corn syrup, cornstarch, modified cornstarch, natural and artificial flavors artificial colors including (red 40, yellow 5, yellow 6, blue 1).",United States
"Potatoes, vegetable oil (contains one or more of the following: corn, cottonseed, sunflower), sugar, salt, chili pepper, tomato powder, corn starch, garlic powder, sodium diacetate, spice (contains mustard), maltodextrin (from corn), torula yeast, honey,",United States
"Cabbage, water, distilled vinegar, sugar, onions, red sweet peppers, salt, spices, guar gum and dextrose, natural and artificial flavoring, turmeric, alum and artificial colors fd&c yellow no. 5, blue no. 1 and red no. 40.",United States
"Pasteurized milk, salt, annatto extract (cheese color), enzyme, cheese culture.",United States
Farine de _blé_ 54% — sucre — cacao maigre en poudre 6% - sirop de glucose - pâte de cacao 3% - amidon de _blé_ — farine de riz - huile de tournesol - fructose - arôme - émulsifiant : lécithine de tournesol - cannelle.,France
"2 cuisses de canard du sud-ouest de la France, graisse de canard, 1,6% de sel des Landes",France
"Gingko, green tea",United States
"Beef, beef jerky seasoning (salt, sugar, monosodium glutamate, pepper, garlic powder, soybean oil [processing aid]), potassium lactate & sodium diacetate blend, water, cure mix (salt, sodium nitrite), sodium erythorbate.",United States
"Framboises 55%, sucre, gélifiant : pectines, jus de citron concentré.",France
"clémentines 40%, sucre, vinaigre d'alcool, cédrat 10%, eau, gélifiant : pectine de fruit, myrte, épices et aromates",France
"Premium dark chocolate (cacao, sugar, cacao butter, soy lecithin [as an emulsifier], natural vanilla). sugar , non-fat dehydrated milk, ground cinnamon, pasilla chile, cayenne pepper.",United States
British boneless pork belly joint  ,United Kingdom
"Hormone free butter brown cash sugar, pecans, gluten-free flour blend (brown rice modified tapioca starch, potato starch, corn starch, corn flour, white rice flour, xanthan gum), pure honey, white cane sugar, cage free eggs, pure vanilla extract (water, a",United States
"Apples, calcium ascorbate (a blend of calcium and vitamin c to maintain freshness and color)",United States
"Almondmilk (filtered water, almonds), tricalcium phosphate, sea salt, gellan gum, dipotassium phosphate, xanthan gum, sunflower lecithin, vitamin a palmitate, vitamin d2, d-alpha tocopherol (natural vitamin e).",United States
"Mélange de fruits à COqUe,graines et fruits séchés. Ingrédients (en oroportion variables) : cranberries (jus de canne,huile de decorti raines de courge,graines de tournesoll Traces possibles d'arachide et autres fruits à coque Produit dlimportation. Valeurs nutritionnelles moyennes pour 100g Energie:1702kJ/406Kcal, matières grasses: 14g,dont acides gras saturés: 2,38g glucides: 49,7 g dont sucres: 24g, fibre alimentaire: 10,5g protéines: 15g,sel: 0,007g, cuivre: 69% AR*) *AR:Apport de référence poue un adult-type besoins individuels dépendant de /'age,du sex et de l'actjvità physique, Conditionné sous atmosphère protectrice. Poids net : 160g e 31%5/2018 LotD1281710H",France
"Curry vinaigrette dressing (water, soybean oil, rice vinegar, sugar, salt, contains less than 2% of spices, turmeric, paprika, dehydrated garlic, xanthan gum, lime juice concentrate, sodium benzoate and potassium sorbate [as preservatives], dehydrated oni",United States
"Sugar, wheat starch, apple juice 5% dextrose natural flavor, lemon concentrate. safflower extract coloring (beta-carotene carminic).",United States
"Flour, vegetable oil (may contain one or more of the following: soybean oil, cottonseed oil, sunflower oil), eggs, sugar, pineapple, strawberries, citric acid, pectin, sodium bicarbonate, sodium and aluminium sulfate, calcium carbonate, chocolate, pork fa",United States
"Sugar, corn syrup, milk, cocoa butter, contains 2% or less of the following: modified food starch, orange puree, lemon puree, chocolate liquor, soy lecithin (emulsifier), sorbitol, sodium lactate, ascorbic acid, citric acid, modified soy protein, natural",United States
"Water, organic cane sugar, organic tamari sauce (water, organic soybeans, salt,), organic apple cider vinegar, organic ginger puree, organic tapioca starch, organic toasted sesame oil, salt, organic caramel color, organic onion powder, xanthan gum, organic garlic powder, organic black pepper, organic crushed red pepper.",United States
"Enriched wheat flour (flour, niacin, reduced iron, thiamin mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), water, whey, vegetable oil (canola and/or soybean oil), buttermilk, eggs, soy lecithin, leaving (sodium acid pyrophophate, sodium bicarbonate), sugar, calcium carbonate, salt, vitamin a palmitate, niacinamide, reduced iron, pyridoxine hydrochloride (vitamin b6), riboflavin (vitamin b2), thiamin mononitrate (vitamin b1), folic acid, vitamin b12.",United States
"Durum semolina, niacin, ferrous sulfate (iron), thiamine mononitrate, riboflavin, folic acid.",United States
"Farine de blé, huile d'olive, levure, fromage de Gruyère AOP (2%), poudre de tomate (1.8%), sel, arôme (soja), lait écrémé en poudre, extrait de malt d'orge, basilic séché (0.2%), ail en poudre, agent levant (bicarbonate de sodium), sucre, piment en poudre, acérola en poudre sur fécule de manioc.",Switzerland
"(DWN/S) FYLDT cH0KOLADE/FYLT sJOKOLADE/FYLLT CHOKLAD. sukker/socker, Ingredienser: kakaosmor, ristede hasselngdder/.ngtter/rostade hassel- nôtter 13%, kakaomasse, sadmœlks-/hel- melk-/sôtmjôlkspulver, malke-/melkesuk- ker/mjôlksocker, stabilisator (sorbitolsirup/ -Siran), emulgatot/emulgeringsmedel (raps- lecithin), passtonsfrugtpulver, maltodextrin fra majs, salt, orangeolie/orans'eolje/apelsin- olja, aroma/aromâmne, chilipu ver/chllipep- par, Mindst 37 % kakaotor- Stof og mindst '1 8% malke-/melkebestand- dele/mjôlkbestàndsdelar i melkechokoladen/- melkesjokoladen/mjôlkchokladen. Anbefalet OPbevaringstemperatur/Rekommenderad lagringstemoeratuK Nodder/ngtler/nôtteonelk/melWmjôlk.",France
"Lowfat milk, vitamin a palmitate, vitamin d3.",United States
"Carbonated water, high fructose corn syrup, caramel color, natural and artificial flavor, phosphoric acid, potassium benzoate (preservative), caffeine, lactic acid.",United States
"Eau, betteraves, poireaux, panais, sarrasin, sel.",France
"Eau, huile de colza, amidon modifié de maïs, sucre, vinaigre d'alcool, vinaigre de cidre, ail (2 %), sel, farine de microalgue, fibre végétale, concentré de jus de citron, extrait végétal, aromates (1,1 %, dont persil et ciboulette), épaississant : gomme xanthane, conservateur : sorbate de potassium. Contient des _sulfites_.",France
"Ingredients: grade a pasteurized cultured reduced fat milk, sugar, peach puree, water, corn starch-modified, pectin, natural flavors, annatto extract and fruit  and vegetable juice (for color), citric acid, sodium citrate, potassium sorbate (to maintain f",United States
"Madras Sauce(97%) (Water, Onion(20%),Vagetable Oil, Tomato Paste, Gartic Puree, Ginger Puree, Sugar, Garam Masala Thickener (1442), Cumin, Turmeric, Chilli Flake (0.6%),Lemon Juice Concentrate, Salt, Coriander, Fenugreek, Acidity Regutator (330), White Pepper), Spice Cap (3%) Contains Colour (100), Anticaking Agent (551 )]. MAY BE PRESENT: PEANUTS, TREE NUTS, MILK, SESAME, FISH, GLUTEN Cereals & SOY.  ",Australia
"Premium fava beans, water, sunflower oil, salt, sugar, cumin, citric acid, chili, calcium disodium edta (e385) and sodium sulfite (e221) for color retention.",United States
"Milk chocolate (sugar, cocoa butter, chocolate liquor, milk, soy lecithin (an emulsifier) and vanilla), white confection (sugar, fractionated palm, kernel oil, nonfat milk, whole milk, partially hydrogenated palm oil, glycerol-lacto esters of fatty acids",United States
"Sugar, soluble coffee, natural flavors.",United States
"Filling (asparagus, ricotta (whey, whole milk, cream, vinegar), mascarpone cheese (pasteurized milk, cream, citric acid), parmigiano reggiano cheese (cow's milk, salt, rennet), chicory root fiber, whey, roasted onions, mozzarella cheese (pasteurized cultu",United States
"Coated with: paprika, chili pepper, spice, paprika extract., chicken breast meat, water, seasoning (salt, maltodextrin, modified food starch, sugar, dried garlic, yeast extract, sodium diacetate, dried chicken broth, dried onion, flavor (canola oil, yeast",United States
"Pork, beef, salt, contains 2% or less of water, dextrose, spices, lactic acid starter culture, oleoresin of paprika, garlic powder, sodium nitrite, bha, bht, citric acid.",United States
Grapefruit,United States
"Organic fruit puree (organic strawberry puree, organic raspberry puree, organic blackberry puree), organic pear juice concentrate, water (to reconstitute), organic apple juice concentrate, natural flavor, organic flavor, organic locust bean gum, xanthan g",United States
"eau gazéifiée, jus d'orange et autres agrumes à base de concentrés 12% (orange 10%, citron, mandarine, pamplemousse), sucre, pulpe 2% (orange, mandarine), extrait de zeste d'orange, arômes naturels d'orange",France
"Tomato concentrate (water, tomato paste), salt, onion powder, garlic powder, citric acid, natural flavors, dried bell pepper.",United States
"Filtered water, organic erthritol, organic coconut water concentrate, organic lemon juice concentrate, organic enzyme modified stevia extract, citric acid, organic white tea solids, pectin, organic vegetable juice (color), organic caramel color, natural c",United States
"Preparation a base de puree de pomme de terre et de viande de boeuf hachee Puree de pomme de terre reconstituee gratinee au fromage rape viande de boeuf hachee (origine UE) 17.5%, oignons 7%, tomate concassees (tomates fraîches, jus de tomate, sel, acidifiant, affermissant (chlorure de calcium), huile de tourneso, tomates concentrees (tomates, sel, correcteur d'acidite : acide citrique) echalotte, jus de veau lie (fecule de pomme de terre, sel, graisse de poule, legumes (oignons, tomates), maltodextrine, amidon modifie de mais, extrait de levure, sirop de glucose, aromes, sucre, viande de veau 3.8%, farine de ble, extrait de viande de boeuf, epaississant (farine de graine de guar), extrait de chicoree, ail, colorant (E150c), extrait de vin blanc (sulfites), extrait d'epices, antioxidant (extrait de romarin), sel, ail, poivre.  Pourcentage exprime sur l'ensemble du plat.",France
"Lait de vache pasteurisé biologique (Origine : UE), sel, ferments. Fabriqué dans un atelier utilisant du lait de chèvre, de vache. F.L.S - 12 bis bòulevard de Pont Achard - 86000 POITIERS À conserver entre+20C et +60C - À consommer de préférence avant le : voir sur le côté de la boît Valeurs nutritionnelles moyennés I oog BOITE CARTON ?",France
Petits pois extra fins,France
"Ananas, pur jus d'ananas.",France
"eau, Sücrel fructose, extrait de thé noir (1,2 g/l), aCidifiant (acide citrique), jus de citron à base de concentré (0,1%), arôme, correcteur trisodique), antioxydant édulcorant (g!h sicles de Après ouvertüïe, à consommer dans les 4 jourset à conserver au frais] Les extraits de thé peuvent former un léger dépôt naturel, sansincidence sur la qualité du produit&lt; de préférence avant:yoir le bouchon ou le col de la 0 805 803 903",France
"Bière blonde de fermentation haute à base de houblon, d'orge, de malt et de levure.",France
"lait* 90%, crème* 4%, sucre de canne roux* 3% ferments lactiques 3% * Produits issus de l'Agriculture Biologique",France
"Carbonated water, citric acid, natural flavor, potassium citrate, aspartame, potassium benzoate (preservative), acesulfame potassium, malic acid.",United States
"Shrimp, salt, sodium tripolyphosphate (to retain moisture), cocktail sauce: water, tomato paste, sugar, horseradish (horseradish root, distilled vinegar, salt, oil of mustard), salt, citric acid, acetic acid modified tapioca starch, xanthan gum, carrageen",United States
"Muscle brownie protein blend (whey concentrate, soy isolate. wheat isolate), natural brown sugar, non-hydrogenated margarine (palm oil, water, salt, whey, vegetable monoglycerides, soy lecithin, natural butter flavor, citric acid [acidulant], beta caroten",United States
"Chocolat au _lait_ 60% (sucre, beurre de cacao, cacao, pâte de cacao, _lait_ écrémé en poudre, graisses de _lait_, _lactose_, émulsifiants : lécithine de _soja_ et polyricinoléate de polyglycérol, beurre de _cacahuète_ 40% (_cacahuètes_, sucre, dextrose, graisses de _lait_, sel, émulsifiant : propylène glycol,, antioxydant : gallate de propyle, acidifiant : acide citrique).",France
"Sugar, enriched wheat flour (wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid), water, egg, soybean oil, cocoa powder (processed with alkali), modified milk ingredients, modified corn starch, leavening (sodium acid pyrophosp",United States
"Filtered water, rice vinegar, sugar, soy sauce (water, wheat, soybeans, salt, lactic acid), lemongrass, sesame oil, contains less than 2% of food starch- modified, spice, lime juice concentrate, red pepper, xanthan gum, natural flavors.",United States
"Viande et foie de porc, lait, amidon (fécule de pomme de terre, farine de riz), _œufs_ pasteurisés, oignons, couenne de porc déshydratée, sel marin de Noirmoutier, conservateur : sel nitrité, eau de vie, ail, épices.",France
"Pasteurized grade a whole milk, enzymes, vinegar, extra virgin olive oil, canola oil, spices (garlic, basil and crushed chili peppers) & salt.",United States
"water, high fructose corn syrup, citric acid, instant tea, sodium hexametaphosphate (to protect flavor), natural flavor, phosphoric acid, sodium benzoate (preserves freshness), potassium sorbate (protects freshness), caramel color, acesulfame potassium, calcium disodium edta (to protect flavor), sucralose, red 40",United States
"Morceaux de lamelles d'encornet géant blanchis (_mollusques_), Moules du Pacifique décoquillées cuites (_mollusques_), Anneaux de calmars blanchis (_mollusques_), Crevettes décortiquées blanchies (_crustacés_), chair de crabe cuite (_crustacés_), sel, correcteurs d'acidité : E330 et E331, colorant : E160C.",France
"Water, mustard flour, vinegar, salt, sugar, xanthan gum, oleoresin turmeric (color), potassium sorbate and sodium benzoate (preservatives), spice extractives.",United States
"Pasteurized part-skim milk, cheese culture, vinegar, salt, annatto (color), enzymes (non-animal), vitamin a palmitate",United States
"Potatoes, cooked pork sausage crumbles (pork, water, contains 2% or less of: salt, sugar, spices, natural flavor (with maltodextrin, succinic acid), sodium phosphates, caramel color), water, bleached wheat flour, shredded low moisture part-skim mozzarella",United States
"Corn syrup, high fructose corn syrup, honey, honey flavor, natural and artificial coloring",United States
"Sugar, cocoa butter, chocolate liquor, milk, soy lecithin and pgpr (emulsifiers), vanilla salt.",United States
"Céréales Complètes Conservation Grade 53% (Flocons d'Avoine, Flocons d'Orge, Farine d’Avoine), Sucre de Canne non Raffiné, Morceaux de Chocolat au Lait Extra Fin 14% (Cacao: 32% minimum) (Sucre, Beurre de Cacao 23%, Poudre de Lait Entier 22%, Pâte de Cacao, Emulsifiant : Lécithine de Soja, Arôme Naturel). Huiles Végétales, Farine de Riz, Noix de Coco Séchée, Éclats de Noisettes Grillées, Arôme naturel",France
Kale.,United States
"Concentrated grape juice, balsamic vinegar of modena - aceto balsamico di modena pgi 20% (wine vinegar, concentrated grape must, coloring: caramel) and modified starch.",United States
"Sugar, glucose syrup solids, cocoa (processed with alkali), partially hydrogenated vegetable oil (may contain coconut, soybean, sunflower, palm and/or canola), nonfat dry milk, modified whey, maltodextrin, salt, natural and artificial flavors, cellulose g",United States
"Eau minérale de Spa gazéifiée (85,3%),sucre de canne ,jus de citron 5%, arôme naturel de citron",Belgium
"_Lait_, sel présure animale, ferments lactiques.",France
"Tomato* 99%, salt, basil 0.1%, basil extract.",United States
"Milkfat and nonfat milk, sweet cream buttermilk, maple caramel swirl (corn syrup, water, sweetened condensed milk [condensed milk, sugar], sweetened condensed skim milk [condensed skim milk, sugar], sugar, sea salt, pectin, natural flavor, sodium bicarbon",United States
"Milcheiweiß, Glukosesirup, Kokosöl, Kaliumphosphat,  Polyphosphat,",Germany
"Enriched flour (flour malted barley, niacin, ferrous sulfate, thiamine mononitrate (vitamin b1), riboflavin (vitamin b2), folic acid), high fructose corn syrup, corn syrup, partially hydrogenated vegetable oil (soybean and/or cottonseed and/or corn and/or less of: yeast, brown sugar, honey, molasses, sugar, wheat gluten, whey soy flour, whole wheat flour rye meal, rice flour, potato flour, m butter, dough conditioners (mono- and diglycerides, sodium and/or calcium stearoyl lactylate, soy lecithin, calcium carbonate), yeast calcium sulfate, monocalcium phosphate), distilled vinegar, skim milk, buttermilk, lactic acid, calcium propionate (preservative), potassium sorbate (preservative). may contain sesame seed and/or poppy seeds.",United States
"Pecans, dried coconut, icing sugar and artificial flavor.",United States
"Skim milk, water, sugar, modified food starch, cocoa processed with alkali, hydrogenated vegetable oil (coconut and palm kernel oils), contains less than 1% of cornstarch, salt, sodium stearoyl lactylate (for smooth texture), sodium alginate, calcium phos",United States
"Water, tomato paste, sugar, vinegar, salt, modified corn starch. contains 2% or less of each of the following: onion*, garlic*, ancho chili pepper, citric acid, spices, carrots*, potassium sorbate and sodium benzoate (preservatives), xanthan gum, natural flavors, celery seed.",United States
"Jus à base de jus concentrés et de purée de fruits (orange, pomme, ananas, raisin, banane, pêche, mangue, goyave, eau, sucre )",France
"Whole grain popcorn, partially hydrogenated soybean oil, salt, natural and artificial flavor [milk], color added, freshness preserved by propyl gallate.",United States
"Filet de colin d'Alaska 52,8 % (_poissons_), eau, champignons de Paris 5,4 %, poireaux 4,4 %, pommes de terre 4,2 %, lactose* et protéines de _lait_, tomates 2,4 %, crème* fraîche 2 %, concentré de vin blanc, épaississant : amidon transformé de maïs, échalotes (échalotes, sel), arômes (dont _poissons_, _crustacés_), oignons déshydratés, sel, ciboulette 0,2 %, colorant : extrait de paprika, poivre. *dont _lait_.  ",France
100% cocoa.,United States
"Oeufs frais 30% eau, semoule de blé dur, farine de blé 23%, huile de colza non hydrogénée, blanc d'oeufs, sel, arôme naturel  Présence possible de poisson et de protéines de lait",France
Pecans.,United States
"Pâtes alimentaires penne aux oeufs cuites 34,7% (eau, semoule de blé dur, ?uf), sauce Caesar 26% (huile de colza, crème fraiche liquide, eau, fromage blanc, eau, Parmigiano Reggiano 1,8%, purée de câpres 1,3% (câpre, sel, eau, vinaigre, correcteur d'acidité : acide acétique), filet d'anchois à l'huile 1,1% (filet d'anchois salés 0,8%, huile de tournesol), vinaigre d'alcool, sauce Worcestershire 0,5% (eau, sucre, vinaigre de vin, mélasse, purée d'oignon, sel, pâte de tamarin, acidifiant : acide acétique, clous de girofle, extrait de gingembre, extrait d'ail), moutarde de Dijon (eau, graines de moutarde, vinaigre d'alcool, sel), ail 0,3%, jaune d'?uf, sel, amidon modifié de pomme de terre, épaississant : gomme xanthanel, tomates 19,4%, émincés de filet de poulet traité en salaison cuit rôti 11,6% (filet de poulet 11,4% (origine : Hors UE) sel, amidon de tapioca, dextrose), copeaux de fromage italien 4% (lait de vache cru, sel, présure, conservateur : lysozyme (contient ?uf)), roquette, arôme naturel (dont lait), poivre blanc.",France
"_Farina tipo &quot;0&quot;_, olio vegetale di palma, _vino bianco_, peperoncino disidratato 1%, sale, lievito.",Italy
"Cheddar cheese (pasteurized cow's milk salt [salt, yellow prussiate of soda {anti-caking agent}], microbial rennet, dairy cultures), beer (water, malted barley, barley malt extract, sucrose, hops, yeast), mustard (water, mustard seeds, white wine vinegar,",United States
"Lait écrémé à base de poudre de lait, sucre : 6 %, sirop de glucose-fructose : 5,3 %, crème, poudre de lait écrémé, arômes, concentré des minéraux du lait, ferments lactiques.",France
